SMILES,rdkit_SMILES,Molecular Weight,Molecular Formula,IUPAC chemical name,EPISUITE-compatible SMILES,InChI Code,InChI Key
IC=CC1C=C1,IC=CC1C=C1,191.999,C5H5I,3-(2-iodovinyl)cycloprop-1-ene,IC=CC1C=C1,InChI=1S/C5H5I/c6-4-3-5-1-2-5/h1-5H,InChIKey=WIDQENOSFHENAT-UHFFFAOYSA-N
C(I)=C(C1)(C=C1),IC=C1C=CC1,191.999,C5H5I,3-(iodomethylene)cyclobut-1-ene,C(I)=C(C1)(C=C1),"InChI=1S/C5H5I/c6-4-5-2-1-3-5/h1-2,4H,3H2",InChIKey=FHQLSQNFYWCSFW-UHFFFAOYSA-N
C=CC1=CC1I,C=CC1=CC1I,191.999,C5H5I,3-iodo-1-vinylcycloprop-1-ene,C=CC1=CC1I,"InChI=1S/C5H5I/c1-2-4-3-5(4)6/h2-3,5H,1H2",InChIKey=CKXASIMJKHNOIN-UHFFFAOYSA-N
IC1(C=C)C=C1,C=CC1(I)C=C1,191.999,C5H5I,3-iodo-3-vinylcycloprop-1-ene,IC1(C=C)C=C1,"InChI=1S/C5H5I/c1-2-5(6)3-4-5/h2-4H,1H2",InChIKey=QLKHXBZNJGDKQS-UHFFFAOYSA-N
C=C(C1I)(C=C1),C=C1C=CC1I,191.999,C5H5I,3-iodo-4-methylenecyclobut-1-ene,C=C(C1I)(C=C1),"InChI=1S/C5H5I/c1-4-2-3-5(4)6/h2-3,5H,1H2",InChIKey=CWSUVQGQOKOPHB-UHFFFAOYSA-N
IC1C2=CC2C1,IC1CC2C=C12,191.999,C5H5I,3-iodobicyclo[2.1.0]pent-4-ene,IC1C2=CC2C1,"InChI=1S/C5H5I/c6-5-2-3-1-4(3)5/h1,3,5H,2H2",InChIKey=BBDJQTUACRHENZ-UHFFFAOYSA-N
IC(C#C)C=C,C#CC(I)C=C,191.999,C5H5I,3-iodopent-1-en-4-yne,IC(C#C)C=C,"InChI=1S/C5H5I/c1-3-5(6)4-2/h1,4-5H,2H2",InChIKey=CJDPKCVRUNPMHB-UHFFFAOYSA-N
C(C)=C(I)(C#C),C#CC(I)=CC,191.999,C5H5I,3-iodopent-3-en-1-yne,C(C)=C(I)(C#C),"InChI=1S/C5H5I/c1-3-5(6)4-2/h1,4H,2H3",InChIKey=XAAMFOHASIBYRU-UHFFFAOYSA-N
C=C(C)(C#CI),C=C(C)C#CI,191.999,C5H5I,4-iodo-2-methylbut-1-en-3-yne,C=C(C)(C#CI),"InChI=1S/C5H5I/c1-5(2)3-4-6/h1H2,2H3",InChIKey=MYRQLMADHQGPKU-UHFFFAOYSA-N
C(I)(C)=C(C#C),C#CC=C(C)I,191.999,C5H5I,4-iodopent-3-en-1-yne,C(I)(C)=C(C#C),"InChI=1S/C5H5I/c1-3-4-5(2)6/h1,4H,2H3",InChIKey=JDXRZSMHNRJTQO-UHFFFAOYSA-N
IC1C2(C1)C=C2,IC1CC12C=C2,191.999,C5H5I,4-iodospiro[2.2]pent-1-ene,IC1C2(C1)C=C2,"InChI=1S/C5H5I/c6-4-3-5(4)1-2-5/h1-2,4H,3H2",InChIKey=FCRDBNKUCSLKIW-UHFFFAOYSA-N
IC1C2=C1CC2,IC1C2=C1CC2,191.999,C5H5I,5-iodobicyclo[2.1.0]pent-1(4)-ene,IC1C2=C1CC2,"InChI=1S/C5H5I/c6-5-3-1-2-4(3)5/h5H,1-2H2",InChIKey=KDHWETZTZGYWDP-UHFFFAOYSA-N
